time,loaded,inserted,running,waiting,ended,arrived,collisions,teleports,halting,stopped,meanWaitingTime,meanTravelTime,meanSpeed,meanSpeedRelative,duration
6.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-1.0,25.7,0.87,0.0
6.6,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.99,0.87,0.0
6.8,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.79,0.86,0.0
7.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.52,0.85,0.0
7.2,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.3,0.84,0.0
7.4,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.11,0.83,0.0
7.6,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.9,0.82,0.0
7.8,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.4,0.83,0.0
8.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.91,0.83,0.0
8.2,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.76,0.83,0.0
8.4,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.7,0.82,1.0
8.6,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.59,0.81,0.0
8.8,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.18,0.82,0.0
9.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.09,0.82,0.0
9.2,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.02,0.81,0.0
9.4,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.98,0.81,0.0
9.6,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.96,0.81,0.0
9.8,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.95,0.81,0.0
10.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.15,0.83,0.0
10.2,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,25.03,0.82,0.0
10.4,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.93,0.82,0.0
10.6,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.8,0.81,1.0
10.8,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.67,0.81,0.0
11.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.84,0.81,0.0
11.2,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.8,0.8,0.0
11.4,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.71,0.79,0.0
11.6,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.68,0.79,0.0
11.8,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.69,0.79,0.0
12.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.47,0.8,0.0
12.2,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.83,0.81,0.0
12.4,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.79,0.8,0.0
12.6,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.7,0.8,0.0
12.8,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.63,0.8,0.0
13.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.56,0.79,0.0
13.2,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.86,0.8,1.0
13.4,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.77,0.79,0.0
13.6,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.69,0.79,0.0
13.8,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.61,0.78,0.0
14.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-1.0,24.37,0.78,0.0
14.2,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.82,0.79,0.0
14.4,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.84,0.79,0.0
14.6,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.86,0.79,0.0
14.8,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.85,0.79,0.0
15.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.87,0.79,0.0
15.2,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.8,0.79,0.0
15.4,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.08,0.79,1.0
15.6,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.99,0.79,0.0
15.8,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.87,0.78,0.0
16.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.63,0.79,0.0
16.2,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.58,0.78,0.0
16.4,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.63,0.78,0.0
16.6,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.61,0.78,0.0
16.8,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.6,0.78,0.0
17.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.57,0.78,1.0
17.2,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.53,0.77,0.0
17.4,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.56,0.77,0.0
17.6,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.77,0.78,0.0
17.8,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.79,0.78,0.0
18.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.56,0.78,0.0
18.2,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.5,0.78,0.0
18.4,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.48,0.78,0.0
18.6,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.72,0.78,1.0
18.8,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.74,0.78,0.0
19.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.7,0.78,0.0
19.2,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.73,0.78,0.0
19.4,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.75,0.78,0.0
19.6,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.8,0.78,0.0
19.8,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.08,0.78,0.0
20.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.86,0.79,1.0
20.2,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.84,0.78,0.0
20.4,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.82,0.78,0.0
20.6,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.75,0.78,0.0
20.8,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.07,0.79,0.0
21.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.05,0.78,0.0
21.2,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.03,0.78,0.0
21.4,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.03,0.78,0.0
21.6,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.04,0.78,0.0
21.8,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.01,0.78,0.0
22.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.04,0.79,0.0
22.2,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.02,0.78,1.0
22.4,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.98,0.78,0.0
22.6,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.97,0.78,0.0
22.8,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.94,0.78,0.0
23.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.26,0.79,0.0
23.2,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.25,0.79,1.0
23.4,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.18,0.78,0.0
23.6,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.15,0.78,0.0
23.8,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.07,0.78,0.0
24.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.83,0.78,1.0
24.2,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.06,0.78,0.0
24.4,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.0,0.78,0.0
24.6,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.96,0.78,1.0
24.8,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.91,0.78,0.0
25.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.93,0.78,0.0
25.2,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.11,0.78,0.0
25.4,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.1,0.78,0.0
25.6,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.04,0.78,0.0
25.8,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.04,0.78,1.0
26.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.88,0.78,0.0
26.2,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.23,0.78,0.0
26.4,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.24,0.78,1.0
26.6,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.22,0.78,0.0
26.8,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.16,0.78,0.0
27.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.11,0.78,0.0
27.2,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.02,0.78,1.0
27.4,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.05,0.78,0.0
27.6,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.96,0.77,0.0
27.8,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.91,0.77,0.0
28.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.72,0.77,1.0
28.2,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.7,0.77,0.0
28.4,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.85,0.77,0.0
28.6,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.8,0.77,1.0
28.8,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.77,0.77,0.0
29.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.74,0.77,0.0
29.2,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.72,0.77,0.0
29.4,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.73,0.77,0.0
29.6,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.99,0.77,0.0
29.8,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.0,0.77,0.0
30.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.77,0.77,1.0
30.2,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.75,0.77,0.0
30.4,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.7,0.77,0.0
30.6,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.87,0.77,1.0
30.8,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.84,0.77,0.0
31.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.89,0.77,0.0
31.2,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.94,0.77,0.0
31.4,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.99,0.77,1.0
31.6,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.03,0.77,0.0
31.8,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.32,0.78,0.0
32.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.13,0.78,0.0
32.2,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.12,0.78,1.0
32.4,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.12,0.78,0.0
32.6,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.12,0.78,1.0
32.8,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.2,0.78,0.0
33.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.16,0.77,0.0
33.2,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.19,0.78,1.0
33.4,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.24,0.78,0.0
33.6,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.27,0.78,0.0
33.8,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.3,0.78,0.0
34.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.24,0.78,1.0
34.2,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.24,0.78,0.0
34.4,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.2,0.78,0.0
34.6,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.17,0.78,1.0
34.8,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.14,0.78,0.0
35.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.13,0.77,0.0
35.2,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.1,0.77,1.0
35.4,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.1,0.77,0.0
35.6,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.12,0.77,0.0
35.8,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.14,0.77,1.0
36.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.99,0.77,0.0
36.2,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.16,0.78,0.0
36.4,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.15,0.78,1.0
36.6,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.09,0.77,0.0
36.8,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.06,0.77,0.0
37.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.05,0.77,1.0
37.2,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.11,0.77,0.0
37.4,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.04,0.77,0.0
37.6,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.98,0.77,1.0
37.8,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.96,0.77,0.0
38.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,24.79,0.76,0.0
38.2,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.94,0.77,0.0
38.4,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.98,0.77,1.0
38.6,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.0,0.77,0.0
38.8,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.97,0.77,0.0
39.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.98,0.77,0.0
39.2,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,24.97,0.77,0.0
39.4,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.13,0.77,1.0
39.6,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.17,0.77,0.0
39.8,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.2,0.77,0.0
40.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.08,0.77,0.0
40.2,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.13,0.77,0.0
40.4,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.28,0.78,1.0
40.6,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.28,0.78,0.0
40.8,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.25,0.78,0.0
41.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.25,0.78,0.0
41.2,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.26,0.78,0.0
41.4,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.25,0.77,0.0
41.6,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.36,0.78,0.0
41.8,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-1.0,25.36,0.78,0.0
42.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.19,0.77,0.0
42.2,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.17,0.77,0.0
42.4,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.0,25.2,0.77,0.0
